question,label
"Hello, could you please tell me what color that is? Thank you!",color
What color is this laptop?,color
What color is this?,color
What color is this?,color
What color is this?,color
What color are these jeans?,color
What color is these jeans please?,color
What color is this shirt?,color
what color is this yarn?,color
What is the color of this thing?,color
What color is this shirt?,color
"The sky appeared to have any clouds in it, and if so what color are the clouds and what do they look like?",color
What color is the keyboard?,color
What is the color?,color
What color is the clock display?,color
What color are these pants? Thank you.,color
What color is my shirt?,color
What color is this door?,color
What color is this shirt?,color
What color is my t-shirt?,color
What color and kind of paint is this?,color
"Just like to know what color this stegosaurus is, as my color recognizers don't seem to pick it up too well.",color
What color is this?,color
What color is this box?,color
Is my fan on and what color is it?,color
What color is this?,color
What color are these shoes?,color
Tell me what color is my tank top.,color
